epoch,train_rmse_loss,val_rmse_loss,train_mae_unscaled,val_mae_unscaled
0,0.8314525621049356,0.7939839841001257,19.932726,19.000483
1,0.7779937984633439,0.7853242782029238,18.207718,18.286621
2,0.7442166449832229,0.7517973369351088,17.324648,17.688025
3,0.7227328943133562,0.7220750425327375,16.622126,16.896744
4,0.6892453159024814,0.7133648892095654,15.873086,16.461327
5,0.662219188624047,0.6828911533654181,15.090557,15.599192
6,0.6408207570250106,0.6167819267235997,14.577009,14.208813
7,0.6138446217682004,0.620164042080568,13.89951,13.979273
8,0.5832393280078367,0.7630320143415391,13.1735115,16.85608
9,0.5694785054616599,0.6339832207662693,12.964314,14.653373
10,0.549432619380145,0.5824994928079995,12.358421,13.402296
11,0.5328402374177734,0.6125763745315028,12.078273,13.841906
12,0.5300174808431081,0.5402050617910178,11.901317,11.847133
13,0.5080012445748519,0.5133367149733928,11.3411875,11.305515
14,0.4861268273876758,0.564125954882754,10.861615,12.960515
15,0.48265083513092766,0.5104053487720859,10.850296,11.102299
16,0.4834804809563142,0.5505143690038189,10.803361,11.8951435
17,0.47842278364668905,0.5346862051952436,10.705746,11.619021
18,0.47054461261807107,0.5054907857838757,10.554907,11.218853
19,0.4569736526449788,0.555728262565175,10.1854315,12.428658
20,0.4584045467642211,0.49639186152047443,10.184392,11.625547
21,0.43703751315265754,0.4964850002180802,9.779938,11.208091
22,0.4336332933629534,0.5053656636869144,9.622577,11.088921
23,0.4335824314068717,0.5088830808324715,9.663227,11.03846
24,0.4048781600455991,0.5058007532544712,9.034878,10.957549
25,0.40564233852120263,0.5538751336394764,9.010571,11.9162445
26,0.4024640362401403,0.4868194338284022,8.951705,10.51877
27,0.3955144996951831,0.44345071560935007,8.774483,9.803628
28,0.38615630745976653,0.5410859858403441,8.603513,11.460459
29,0.3842238874065618,0.45997308485554156,8.5598755,9.905904
30,0.37712221578774746,0.4412489270932983,8.36938,9.626097
31,0.36879177066688956,0.45652902197375916,8.196103,9.695194
32,0.3646443490658475,0.4696520604692877,8.15795,10.23921
33,0.3707749771073242,0.4781049259462229,8.275095,10.345713
34,0.35546341633621864,0.43958002773020555,7.9538946,9.514386
35,0.35226888660172045,0.4559674266997819,7.826734,10.039641
36,0.3455870360128624,0.4376484216947314,7.6152225,9.472075
37,0.3420593106728894,0.5033380616617273,7.5654974,10.814692
38,0.33745445515900263,0.42284565022556686,7.5037236,9.278011
39,0.32661764953019695,0.45146781978948286,7.257572,9.645129
40,0.329038677651462,0.445719401811523,7.304387,9.7076
41,0.3240124703031436,0.44506711540563276,7.204864,9.516074
42,0.3319475031035355,0.4798771169164319,7.391629,10.160388
43,0.3429165125308036,0.43100855687158474,7.51424,9.505923
44,0.3363866046785923,0.4361628169629684,7.438642,9.476253
45,0.3252254020744018,0.46514350526734366,7.2371507,9.90295
46,0.31609384878903163,0.41694521393221645,7.01546,9.135046
47,0.29913520304800534,0.41827669530973705,6.622037,9.248073
48,0.3072566361516796,0.4455365141973055,6.8015103,9.4980345
49,0.29792374122833215,0.42847092993746216,6.5288525,9.079957
50,0.295166611567736,0.43134474541142515,6.498046,9.162257
51,0.3008830287460661,0.4402007960260536,6.6488132,9.268808
52,0.2921979437634745,0.4251397770847542,6.436612,9.144579
53,0.291690768670775,0.4146072135685808,6.46218,9.0728035
54,0.292855002847205,0.4588388255207443,6.409954,9.678699
55,0.2932412565650852,0.41183856178502565,6.4205947,8.816667
56,0.2869208098354252,0.43004916535049187,6.332962,9.218363
57,0.28519110510502177,0.4228447432311921,6.2363796,9.070344
58,0.27843294923293066,0.4399260584092886,6.151084,9.209393
59,0.28764411347024393,0.42189259647257105,6.310698,8.870445
60,0.27190766371869934,0.4396314400230186,5.986361,9.18122
61,0.26973715304528306,0.39797090959975334,5.9617057,8.514516
62,0.2775091596675577,0.4440531544553896,6.121066,9.50266
63,0.26011032308700693,0.4295379230322319,5.804587,9.108886
64,0.2670030281662556,0.415596812696997,5.87459,8.891848
65,0.27739859765926583,0.4115884615394291,6.0554934,8.663472
66,0.2809542692140237,0.4737431221765129,6.171476,10.108798
67,0.2681629364315088,0.4366781819062155,5.855243,9.20686
68,0.2627863178620906,0.4064069839774585,5.786796,8.795434
69,0.2555581512896836,0.4104404920703786,5.607937,8.636834
70,0.2531090885541524,0.4182985858483748,5.577312,9.169588
71,0.24941465169146912,0.40126457423993267,5.545769,8.498506
72,0.2479292947966573,0.39419515197749644,5.473765,8.252461
73,0.24385575416400426,0.42279177966309733,5.3563814,8.855171
74,0.2404343233960735,0.40448433356206925,5.264907,8.462835
75,0.23445007591335862,0.4086535414889033,5.1504965,8.734026
76,0.23177229130620716,0.3989834182308612,5.1066604,8.374329
77,0.2316272973258668,0.4046635161391314,5.078231,8.809183
78,0.23054299274843307,0.41172094161215556,5.0424056,8.32505
79,0.23152580205744663,0.4026082700393239,5.0557547,8.583056
80,0.23125491317027308,0.3966780921386002,5.0965643,8.410255
81,0.22497388939047938,0.39550168699017224,4.9098353,8.4611845
82,0.2267095061408445,0.37415212685944604,4.9780946,8.019077
83,0.22624677395586526,0.4017022226766396,4.9350266,8.464795
84,0.22400862625618345,0.3971095578148184,4.9143248,8.249512
85,0.22681940377143792,0.42940868039777846,4.9748425,8.923315
86,0.22370321708637597,0.41115688171720716,4.8747683,8.542596
87,0.21991126690260843,0.38312534923525043,4.778679,8.141029
88,0.21033782668813614,0.4023285811064673,4.6114016,8.337814
89,0.2178982213202502,0.4040184638805787,4.729529,8.337878
90,0.21320352138844467,0.39167895246902273,4.6996117,8.285921
91,0.2090601518124216,0.38404871188048634,4.5952888,8.133904
92,0.21349102746127643,0.3825090767818485,4.6278415,8.0114565
93,0.2057470616352312,0.3819316696658753,4.5103884,8.008887
94,0.2110306917287626,0.4422240831990533,4.601091,9.376703
95,0.2132628350272097,0.38083220340988855,4.6599226,7.8931165
96,0.20771833455684083,0.405110351774625,4.544637,8.312501
97,0.19964561587893603,0.4009439286549649,4.412258,8.347184
98,0.18747392060476364,0.38866585279896787,4.1287556,8.199699
99,0.1842554049603891,0.3859813170710193,4.034001,7.890469
100,0.19857694239735516,0.3949308353191694,4.334926,8.36781
101,0.20930170025764458,0.39329719534574076,4.5190663,8.206533
102,0.20141291290173446,0.40167615967962317,4.3822308,8.294065
103,0.20534725260918277,0.39519803512469487,4.4319277,8.409374
104,0.2031938503208132,0.3881954587163229,4.456089,8.171875
105,0.1880413967076149,0.3880281487449271,4.1374793,7.9545875
106,0.20953340399866818,0.3819209436279473,4.519936,7.930322
107,0.18995890981398972,0.3932214127034615,4.139743,8.2951565
108,0.18982813697888903,0.40143821465098556,4.132978,8.295645
109,0.18903135888143288,0.3918298297685234,4.132731,8.249569
110,0.18350305191000213,0.3907992331708064,4.012544,8.060364
111,0.18363510875627231,0.3883085523561287,4.025656,7.9862437
112,0.19155798142017963,0.39793063533643674,4.189828,8.354935
113,0.18114274952828277,0.38862643991603935,3.9801798,7.9964976
114,0.18800926758909356,0.3821095834901187,4.1172748,7.9944987
115,0.183468626523652,0.4124020074678782,4.0353093,8.33567
116,0.18118481182086063,0.3793816038375462,3.941484,7.743055
117,0.18234439459223076,0.37586303870297755,3.9597933,7.6311655
118,0.17476145903136106,0.4128878737970543,3.7888882,8.286885
119,0.17427462111976116,0.3817470198949652,3.8482416,8.139299
120,0.1786566962102086,0.3782079019951572,3.8706605,7.8559556
121,0.16587210027674612,0.3893351283052106,3.638377,7.8845606
122,0.16001097444956972,0.3896103734941667,3.5234678,7.8944373
123,0.16467107679827309,0.37668635406366224,3.5949469,7.7214212
124,0.16810741314626054,0.3959330874210676,3.6541436,8.207301
125,0.17805619513754403,0.38433946551402526,3.8651912,8.002397
126,0.16572495563992393,0.36212224443339025,3.603233,7.545795
127,0.17897606548639544,0.39409180236466773,3.8539383,8.259592
128,0.1690217433856134,0.398294208968272,3.6341481,8.412948
129,0.176536424492474,0.3811123973388786,3.8425984,7.961299
130,0.1797490254870523,0.37229519784894677,3.882444,7.724138
131,0.1798004428604898,0.3866677371293706,3.8728902,7.846746
132,0.16572064940991046,0.38482898980068203,3.6023607,7.9749894
133,0.16633257795826226,0.37984245922277654,3.6189318,7.756777
134,0.16269346530123963,0.37776836446429507,3.522182,7.757261
135,0.1625809415474834,0.37578325459925144,3.5195446,7.8144627
136,0.15539682025088472,0.4005123062833766,3.4022882,8.308815
137,0.1631004193099968,0.38595108068291367,3.5277138,8.018193
138,0.1565341386178255,0.3733154007201756,3.4296544,7.8388405
139,0.15628132404096975,0.3756906141023167,3.3897572,7.8481183
140,0.15237699371278507,0.37258095686197634,3.3211849,7.8552475
141,0.1459758095767348,0.3734567491379296,3.175705,7.634304
142,0.15247425933308545,0.37637011127216097,3.3292658,7.6776457
143,0.14845310730881398,0.3776986066435204,3.2273796,7.735183
144,0.1420483388601178,0.37267125767673714,3.081653,7.575695
145,0.14269452731155383,0.3672690879214894,3.1198232,7.6630435
146,0.14033950237442006,0.3756874823268231,3.0726862,7.829684
147,0.13846503268152274,0.36627551504645367,3.0403786,7.41849
148,0.13988459096184838,0.3625513749577427,3.0543497,7.584865
149,0.13552135186885206,0.36665211113838786,2.974251,7.531911
150,0.13649752076595778,0.36596224329333016,2.967099,7.4632545
151,0.13305375722623303,0.3892212799693362,2.9022276,7.9542437
152,0.1337075814245472,0.36791567288994254,2.9253,7.652991
153,0.1322148625764152,0.3648181377775445,2.87242,7.4569716
154,0.1321466073741997,0.385044285064305,2.8745248,7.84537
155,0.1272588799689766,0.390849823656807,2.7956984,7.967808
156,0.1370297593469499,0.3689539102079616,2.986894,7.458041
157,0.1337437723558873,0.37025009972860845,2.9247346,7.542132
158,0.13862846559874312,0.3756221488851016,3.0013566,7.736844
159,0.1342757931773176,0.3767347316272923,2.915836,7.7683735
160,0.14013845635762773,0.352547494714022,3.0236342,7.299239
161,0.1456687126605925,0.36182714259215865,3.1306841,7.485461
162,0.13858498879593759,0.36644129155289756,3.0266905,7.5557704
163,0.13431391569806841,0.36897507842891086,2.95335,7.55734
164,0.14529123799720273,0.3635087150486322,3.1340008,7.588911
165,0.1318855393097349,0.37672450276849523,2.8875911,7.7312503
166,0.14377773407380912,0.3812320227061583,3.1158488,7.891072
167,0.13956071228240813,0.3763401650458619,3.041407,7.6684337
168,0.1439273788999065,0.3671452393297289,3.1100206,7.48335
169,0.13636222892500352,0.3643085538186188,2.9897847,7.4145565
170,0.13291835462109178,0.3636694094374354,2.9012372,7.482681
171,0.13701961688991807,0.38651151633120506,2.9781604,7.959806
172,0.13696431376923385,0.3657448506746136,2.9890714,7.6377144
173,0.13195637940412253,0.37154331390264317,2.8678706,7.5253177
174,0.13230623435131833,0.35934995068167785,2.8738973,7.3982606
175,0.12332875642155997,0.36288851286366514,2.7133336,7.3581214
176,0.13227688483180852,0.3806074143966158,2.8590667,7.78955
177,0.13126949077366065,0.36535024958289325,2.8352296,7.4172535
178,0.12626754663460532,0.36194397671212025,2.7382705,7.534755
179,0.1278436507732454,0.36756564861082996,2.7625608,7.381601
180,0.12308784066638098,0.3681171570645004,2.692103,7.706464
181,0.11752111809024934,0.35770600230256777,2.580228,7.3122153
182,0.12084521121004461,0.36287678034223847,2.620433,7.471677
183,0.11288153156990025,0.373954939238183,2.4678314,7.6620994
184,0.11593456309647102,0.34759494044919304,2.510304,7.1252556
185,0.11726910963361903,0.36781727135092596,2.5486262,7.4944086
186,0.12356920928696391,0.38049035735883585,2.691267,7.699595
187,0.12276406343743898,0.3716709900719576,2.6631782,7.565434
188,0.10870325396991683,0.36573279352550536,2.3771122,7.3688436
189,0.110892610411916,0.38814644335634485,2.4254148,7.797759
190,0.11391771189718439,0.3466800216324461,2.4651964,7.102359
191,0.12343189858127938,0.3588402261943647,2.6704845,7.289631
192,0.11813388018503788,0.356285770364028,2.5746713,7.177155
193,0.1254203677207061,0.3757798667280933,2.6941125,7.6545205
194,0.1251724995607883,0.38295318703715386,2.7269778,7.787505
195,0.11384810039946282,0.3674974247879847,2.4826434,7.312091
196,0.10666770403017134,0.37022842904316866,2.343936,7.680862
197,0.11289580328759939,0.3569242150346497,2.4690406,7.135657
198,0.11156887891849356,0.36103643439210475,2.4179068,7.387522
199,0.10919668648985527,0.37390256874074523,2.3798633,7.629292
200,0.11467117689533254,0.3709873182674101,2.5128524,7.4576
201,0.11542398534231804,0.35626280805215393,2.5253682,7.096385
